3.459
3.513
3.502
3.615
3.4
3.382
3.425
3.287
3.415
3.348
3.367
3.511
2.055
3.47
3.498
3.416
3.44
3.44
3.504
3.422
3.319
3.472
3.457
3.524
3.394
0.611
3.442
3.365
3.358
3.366
3.336
3.424
3.46
3.33
3.318
3.345
3.284
3.511
3.483
3.417
3.54
3.424
3.382
3.405
3.482
3.418
3.405
3.431
3.354
3.439
