0.627
1.494
0.632
0.587
0.386
0.415
3.28
0.44
0.855
0.309
0.686
1.79
1.04
0.751
1.057
0.358
0.317
0.333
0.471
0.618
0.547
0.344
2.376
0.529
2.893
0.905
2.707
0.539
0.371
0.37
0.622
0.442
2.887
0.777
0.629
0.622
2.584
1.189
1.271
0.622
1.178
1.008
0.765
0.622
0.599
1.148
0.665
0.356
0.996
0.576
