DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 poema_aristizabal_40_42_decoded	 0.030	 0.000	 0	 8000	-6.3440
 poema_aristizabal_40_43_decoded	 0.078	 0.000	 0	 8000	-6.6600
 poema_aristizabal_40_44_decoded	 -0.050	 0.000	 0	 8000	-6.6600
 poema_aristizabal_40_45_decoded	 -0.020	 0.000	 0	 8000	-1.5720
 poema_aristizabal_40_46_decoded	 2.598	 0.000	 0	 8000	-6.3480
 poema_aristizabal_40_47_decoded	 4.057	 0.000	 0	 8000	-6.6640
 poema_aristizabal_40_48_decoded	 1.767	 0.000	 0	 8000	-5.5720
 poema_aristizabal_40_49_decoded	 0.148	 0.000	 0	 8000	-1.6040
 poema_aristizabal_40_50_decoded	 2.599	 0.000	 0	 8000	-6.3520
 hombres_1_5_1_decoded	 3.734	 0.000	 0	 8000	0.0040
 hombres_1_5_2_decoded	 3.453	 0.000	 0	 8000	0.0040
 hombres_1_5_3_decoded	 3.308	 0.000	 0	 8000	0.0040
 hombres_1_5_4_decoded	 3.493	 0.000	 0	 8000	0.0040
 hombres_1_5_5_decoded	 3.521	 0.000	 0	 8000	0.0040
 hombres_1_5_6_decoded	 3.470	 0.000	 0	 8000	0.0040
 hombres_1_5_7_decoded	 3.476	 0.000	 0	 8000	0.0040
 hombres_1_5_8_decoded	 3.340	 0.000	 0	 8000	0.0040
 hombres_1_5_9_decoded	 3.730	 0.000	 0	 8000	0.0040
 hombres_1_5_10_decoded	 3.337	 0.000	 0	 8000	0.0040
 hombres_1_5_11_decoded	 3.291	 0.000	 0	 8000	0.0040
 hombres_1_5_12_decoded	 3.311	 0.000	 0	 8000	0.0040
 hombres_1_5_13_decoded	 3.269	 0.000	 0	 8000	0.0040
 hombres_1_5_14_decoded	 3.627	 0.000	 0	 8000	0.0040
 hombres_1_5_15_decoded	 3.581	 0.000	 0	 8000	0.0040
 hombres_1_5_16_decoded	 3.392	 0.000	 0	 8000	0.0040
 hombres_1_5_17_decoded	 3.540	 0.000	 0	 8000	0.0040
 hombres_1_5_18_decoded	 3.446	 0.000	 0	 8000	0.0040
 hombres_1_5_19_decoded	 3.662	 0.000	 0	 8000	0.0040
 hombres_1_5_20_decoded	 3.658	 0.000	 0	 8000	0.0040
 hombres_1_5_21_decoded	 3.548	 0.000	 0	 8000	0.0040
 hombres_1_5_22_decoded	 3.217	 0.000	 0	 8000	0.0040
 hombres_1_5_23_decoded	 3.591	 0.000	 0	 8000	0.0040
 hombres_1_5_24_decoded	 3.378	 0.000	 0	 8000	0.0040
 hombres_1_5_25_decoded	 3.553	 0.000	 0	 8000	0.0040
 hombres_1_5_26_decoded	 3.696	 0.000	 0	 8000	0.0040
 hombres_1_5_27_decoded	 3.599	 0.000	 0	 8000	0.0040
 hombres_1_5_28_decoded	 3.513	 0.000	 0	 8000	0.0040
 hombres_1_5_29_decoded	 3.488	 0.000	 0	 8000	0.0040
 hombres_1_5_30_decoded	 3.482	 0.000	 0	 8000	0.0040
 hombres_1_5_31_decoded	 3.629	 0.000	 0	 8000	0.0040
 hombres_1_5_32_decoded	 3.515	 0.000	 0	 8000	0.0040
 hombres_1_5_33_decoded	 3.652	 0.000	 0	 8000	0.0040
 hombres_1_5_34_decoded	 3.496	 0.000	 0	 8000	0.0040
 hombres_1_5_35_decoded	 3.496	 0.000	 0	 8000	0.0040
 hombres_1_5_36_decoded	 3.578	 0.000	 0	 8000	0.0040
 hombres_1_5_37_decoded	 3.644	 0.000	 0	 8000	0.0040
 hombres_1_5_38_decoded	 3.610	 0.000	 0	 8000	0.0040
 hombres_1_5_39_decoded	 3.624	 0.000	 0	 8000	0.0040
 hombres_1_5_40_decoded	 3.590	 0.000	 0	 8000	0.0040
 hombres_1_5_41_decoded	 3.303	 0.000	 0	 8000	0.0040
 hombres_1_5_42_decoded	 3.137	 0.000	 0	 8000	0.0040
 hombres_1_5_43_decoded	 3.545	 0.000	 0	 8000	0.0040
 hombres_1_5_44_decoded	 3.327	 0.000	 0	 8000	0.0040
 hombres_1_5_45_decoded	 3.626	 0.000	 0	 8000	0.0040
 hombres_1_5_46_decoded	 3.319	 0.000	 0	 8000	0.0040
 hombres_1_5_47_decoded	 3.365	 0.000	 0	 8000	0.0040
 hombres_1_5_48_decoded	 3.717	 0.000	 0	 8000	0.0040
 hombres_1_5_49_decoded	 3.377	 0.000	 0	 8000	0.0040
 hombres_1_5_50_decoded	 3.523	 0.000	 0	 8000	0.0040
 m1_3_1_decoded	 3.404	 0.000	 0	 8000	0.0040
 m1_3_2_decoded	 3.529	 0.000	 0	 8000	0.0040
 m1_3_3_decoded	 3.586	 0.000	 0	 8000	0.0040
 m1_3_4_decoded	 3.666	 0.000	 0	 8000	0.0040
 m1_3_5_decoded	 3.541	 0.000	 0	 8000	0.0040
 m1_3_6_decoded	 3.517	 0.000	 0	 8000	0.0040
 m1_3_7_decoded	 3.552	 0.000	 0	 8000	0.0040
 m1_3_8_decoded	 3.458	 0.000	 0	 8000	0.0040
 m1_3_9_decoded	 3.427	 0.000	 0	 8000	0.0040
 m1_3_10_decoded	 3.587	 0.000	 0	 8000	0.0040
 m1_3_11_decoded	 2.058	 0.000	 0	 8000	0.0040
 m1_3_12_decoded	 3.455	 0.000	 0	 8000	0.0040
 m1_3_13_decoded	 3.580	 0.000	 0	 8000	0.0040
 m1_3_14_decoded	 3.419	 0.000	 0	 8000	0.0040
 m1_3_15_decoded	 3.539	 0.000	 0	 8000	0.0040
 m1_3_16_decoded	 3.599	 0.000	 0	 8000	0.0040
 m1_3_17_decoded	 3.524	 0.000	 0	 8000	0.0040
 m1_3_18_decoded	 3.482	 0.000	 0	 8000	0.0040
 m1_3_19_decoded	 3.426	 0.000	 0	 8000	0.0040
 m1_3_20_decoded	 3.525	 0.000	 0	 8000	0.0040
 m1_3_21_decoded	 3.466	 0.000	 0	 8000	0.0040
 m1_3_22_decoded	 3.451	 0.000	 0	 8000	0.0040
 m1_3_23_decoded	 3.422	 0.000	 0	 8000	0.0040
 m1_3_24_decoded	 3.436	 0.000	 0	 8000	0.0040
 m1_3_25_decoded	 3.540	 0.000	 0	 8000	0.0040
 m1_3_26_decoded	 3.560	 0.000	 0	 8000	0.0040
 m1_3_27_decoded	 3.507	 0.000	 0	 8000	0.0040
 m1_3_28_decoded	 3.527	 0.000	 0	 8000	0.0040
 m1_3_29_decoded	 3.523	 0.000	 0	 8000	0.0040
 m1_3_30_decoded	 3.498	 0.000	 0	 8000	0.0040
 m1_3_31_decoded	 3.498	 0.000	 0	 8000	0.0040
 m1_3_32_decoded	 3.444	 0.000	 0	 8000	0.0040
 m1_3_33_decoded	 3.459	 0.000	 0	 8000	0.0040
 m1_3_34_decoded	 3.537	 0.000	 0	 8000	0.0040
 m1_3_35_decoded	 3.482	 0.000	 0	 8000	0.0040
 m1_3_36_decoded	 3.510	 0.000	 0	 8000	0.0040
 m1_3_37_decoded	 3.417	 0.000	 0	 8000	0.0040
 m1_3_38_decoded	 3.575	 0.000	 0	 8000	0.0040
 m1_3_39_decoded	 3.500	 0.000	 0	 8000	0.0040
 m1_3_40_decoded	 3.516	 0.000	 0	 8000	0.0040
 m1_3_41_decoded	 3.412	 0.000	 0	 8000	0.0040
 m1_3_42_decoded	 3.437	 0.000	 0	 8000	0.0040
 m1_3_43_decoded	 3.477	 0.000	 0	 8000	0.0040
 m1_3_44_decoded	 3.555	 0.000	 0	 8000	0.0040
 m1_3_45_decoded	 3.459	 0.000	 0	 8000	0.0040
 m1_3_46_decoded	 3.451	 0.000	 0	 8000	0.0040
 m1_3_47_decoded	 3.467	 0.000	 0	 8000	0.0040
 m1_3_48_decoded	 3.489	 0.000	 0	 8000	0.0040
 m1_3_49_decoded	 3.603	 0.000	 0	 8000	0.0040
 m1_3_50_decoded	 3.486	 0.000	 0	 8000	0.0040
 m1_5_1_decoded	 3.484	 0.000	 0	 8000	0.0040
 m1_5_2_decoded	 3.313	 0.000	 0	 8000	0.0040
 m1_5_3_decoded	 3.423	 0.000	 0	 8000	0.0040
 m1_5_4_decoded	 3.241	 0.000	 0	 8000	0.0040
 m1_5_5_decoded	 3.306	 0.000	 0	 8000	0.0040
 m1_5_6_decoded	 3.492	 0.000	 0	 8000	0.0040
 m1_5_7_decoded	 3.392	 0.000	 0	 8000	0.0040
 m1_5_8_decoded	 3.268	 0.000	 0	 8000	0.0040
 m1_5_9_decoded	 3.414	 0.000	 0	 8000	0.0040
 m1_5_10_decoded	 3.502	 0.000	 0	 8000	0.0040
 m1_5_11_decoded	 3.404	 0.000	 0	 8000	0.0040
 m1_5_12_decoded	 3.293	 0.000	 0	 8000	0.0040
 m1_5_13_decoded	 3.411	 0.000	 0	 8000	0.0040
 m1_5_14_decoded	 2.208	 0.000	 0	 8000	0.0040
 m1_5_15_decoded	 3.359	 0.000	 0	 8000	0.0040
 m1_5_16_decoded	 3.317	 0.000	 0	 8000	0.0040
 m1_5_17_decoded	 3.337	 0.000	 0	 8000	0.0040
 m1_5_18_decoded	 3.255	 0.000	 0	 8000	0.0040
 m1_5_19_decoded	 3.380	 0.000	 0	 8000	0.0040
 m1_5_20_decoded	 3.362	 0.000	 0	 8000	0.0040
 m1_5_21_decoded	 3.359	 0.000	 0	 8000	0.0040
 m1_5_22_decoded	 3.345	 0.000	 0	 8000	0.0040
 m1_5_23_decoded	 3.354	 0.000	 0	 8000	0.0040
 m1_5_24_decoded	 3.404	 0.000	 0	 8000	0.0040
 m1_5_25_decoded	 3.331	 0.000	 0	 8000	0.0040
 m1_5_26_decoded	 3.370	 0.000	 0	 8000	0.0040
 m1_5_27_decoded	 3.342	 0.000	 0	 8000	0.0040
 m1_5_28_decoded	 2.255	 0.000	 0	 8000	0.0040
 m1_5_29_decoded	 3.338	 0.000	 0	 8000	0.0040
 m1_5_30_decoded	 3.449	 0.000	 0	 8000	0.0040
 m1_5_31_decoded	 3.333	 0.000	 0	 8000	0.0040
 m1_5_32_decoded	 3.475	 0.000	 0	 8000	0.0040
 m1_5_33_decoded	 3.271	 0.000	 0	 8000	0.0040
 m1_5_34_decoded	 3.441	 0.000	 0	 8000	0.0040
 m1_5_35_decoded	 3.257	 0.000	 0	 8000	0.0040
 m1_5_36_decoded	 3.347	 0.000	 0	 8000	0.0040
 m1_5_37_decoded	 3.384	 0.000	 0	 8000	0.0040
 m1_5_38_decoded	 3.229	 0.000	 0	 8000	0.0040
 m1_5_39_decoded	 3.421	 0.000	 0	 8000	0.0040
 m1_5_40_decoded	 3.386	 0.000	 0	 8000	0.0040
 m1_5_41_decoded	 3.310	 0.000	 0	 8000	0.0040
 m1_5_42_decoded	 3.434	 0.000	 0	 8000	0.0040
 m1_5_43_decoded	 3.367	 0.000	 0	 8000	0.0040
 m1_5_44_decoded	 3.287	 0.000	 0	 8000	0.0040
 m1_5_45_decoded	 3.439	 0.000	 0	 8000	0.0040
 m1_5_46_decoded	 3.482	 0.000	 0	 8000	0.0040
 m1_5_47_decoded	 3.291	 0.000	 0	 8000	0.0040
 m1_5_48_decoded	 3.346	 0.000	 0	 8000	0.0040
 m1_5_49_decoded	 3.312	 0.000	 0	 8000	0.0040
 m1_5_50_decoded	 3.373	 0.000	 0	 8000	0.0040
 m1_10_1_decoded	 3.071	 0.000	 0	 8000	0.0040
 m1_10_2_decoded	 3.174	 0.000	 0	 8000	0.0040
 m1_10_3_decoded	 3.045	 0.000	 0	 8000	0.0040
 m1_10_4_decoded	 3.159	 0.000	 0	 8000	0.0040
 m1_10_5_decoded	 3.266	 0.000	 0	 8000	0.0040
 m1_10_6_decoded	 2.406	 0.000	 0	 8000	0.0040
 m1_10_7_decoded	 0.563	 0.000	 0	 8000	0.0040
 m1_10_8_decoded	 2.346	 0.000	 0	 8000	0.0040
 m1_10_9_decoded	 2.879	 0.000	 0	 8000	0.0040
 m1_10_10_decoded	 3.184	 0.000	 0	 8000	0.0040
 m1_10_11_decoded	 3.039	 0.000	 0	 8000	0.0040
 m1_10_12_decoded	 2.174	 0.000	 0	 8000	0.0040
 m1_10_13_decoded	 3.166	 0.000	 0	 8000	0.0040
 m1_10_14_decoded	 3.190	 0.000	 0	 8000	0.0040
 m1_10_15_decoded	 3.210	 0.000	 0	 8000	0.0040
 m1_10_16_decoded	 3.020	 0.000	 0	 8000	0.0040
 m1_10_17_decoded	 3.109	 0.000	 0	 8000	0.0040
 m1_10_18_decoded	 2.281	 0.000	 0	 8000	0.0040
 m1_10_19_decoded	 2.162	 0.000	 0	 8000	0.0040
 m1_10_20_decoded	 3.095	 0.000	 0	 8000	0.0040
 m1_10_21_decoded	 3.144	 0.000	 0	 8000	0.0040
 m1_10_22_decoded	 3.136	 0.000	 0	 8000	0.0040
 m1_10_23_decoded	 3.149	 0.000	 0	 8000	0.0040
 m1_10_24_decoded	 3.225	 0.000	 0	 8000	0.0040
 m1_10_25_decoded	 2.277	 0.000	 0	 8000	0.0040
 m1_10_26_decoded	 3.127	 0.000	 0	 8000	0.0040
 m1_10_27_decoded	 2.982	 0.000	 0	 8000	0.0040
 m1_10_28_decoded	 3.164	 0.000	 0	 8000	0.0040
 m1_10_29_decoded	 3.186	 0.000	 0	 8000	0.0040
 m1_10_30_decoded	 3.168	 0.000	 0	 8000	0.0040
 m1_10_31_decoded	 3.039	 0.000	 0	 8000	0.0040
 m1_10_32_decoded	 3.213	 0.000	 0	 8000	0.0040
 m1_10_33_decoded	 3.170	 0.000	 0	 8000	0.0040
 m1_10_34_decoded	 1.293	 0.000	 0	 8000	0.0040
 m1_10_35_decoded	 0.161	 0.000	 0	 8000	-0.7640
 m1_10_36_decoded	 3.256	 0.000	 0	 8000	0.0040
 m1_10_37_decoded	 0.709	 0.000	 0	 8000	-0.7360
 m1_10_38_decoded	 3.084	 0.000	 0	 8000	0.0040
 m1_10_39_decoded	 3.224	 0.000	 0	 8000	0.0040
 m1_10_40_decoded	 3.086	 0.000	 0	 8000	0.0040
 m1_10_41_decoded	 3.090	 0.000	 0	 8000	0.0040
 m1_10_42_decoded	 0.359	 0.000	 0	 8000	-0.3840
 m1_10_43_decoded	 3.193	 0.000	 0	 8000	0.0040
 m1_10_44_decoded	 3.310	 0.000	 0	 8000	0.0040
 m1_10_45_decoded	 3.129	 0.000	 0	 8000	0.0040
 m1_10_46_decoded	 3.101	 0.000	 0	 8000	0.0040
 m1_10_47_decoded	 3.126	 0.000	 0	 8000	0.0040
 m1_10_48_decoded	 1.132	 0.000	 0	 8000	0.0040
 m1_10_49_decoded	 3.103	 0.000	 0	 8000	0.0040
 m1_10_50_decoded	 3.098	 0.000	 0	 8000	0.0040
 m1_20_1_decoded	 2.752	 0.000	 0	 8000	0.0040
 m1_20_2_decoded	 1.204	 0.000	 0	 8000	0.0040
 m1_20_3_decoded	 2.265	 0.000	 0	 8000	0.0040
 m1_20_4_decoded	 2.669	 0.000	 0	 8000	0.0040
 m1_20_5_decoded	 2.661	 0.000	 0	 8000	0.0040
 m1_20_6_decoded	 2.719	 0.000	 0	 8000	0.0040
 m1_20_7_decoded	 2.673	 0.000	 0	 8000	0.0040
 m1_20_8_decoded	 0.429	 0.000	 0	 8000	-0.7560
 m1_20_9_decoded	 0.339	 0.000	 0	 8000	0.0040
 m1_20_10_decoded	 1.920	 0.000	 0	 8000	0.0040
 m1_20_11_decoded	 0.878	 0.000	 0	 8000	0.0040
 m1_20_12_decoded	 0.704	 0.000	 0	 8000	-0.4720
 m1_20_13_decoded	 0.959	 0.000	 0	 8000	0.0040
 m1_20_14_decoded	 0.897	 0.000	 0	 8000	0.0040
 m1_20_15_decoded	 2.815	 0.000	 0	 8000	0.0040
 m1_20_16_decoded	 2.784	 0.000	 0	 8000	0.0040
 m1_20_17_decoded	 0.922	 0.000	 0	 8000	0.0040
 m1_20_18_decoded	 2.687	 0.000	 0	 8000	0.0040
 m1_20_19_decoded	 2.649	 0.000	 0	 8000	0.0040
 m1_20_20_decoded	 2.845	 0.000	 0	 8000	0.0040
 m1_20_21_decoded	 1.784	 0.000	 0	 8000	0.0040
 m1_20_22_decoded	 0.921	 0.000	 0	 8000	-0.7400
 m1_20_23_decoded	 0.178	 0.000	 0	 8000	-0.7640
 m1_20_24_decoded	 2.692	 0.000	 0	 8000	0.0040
 m1_20_25_decoded	 2.840	 0.000	 0	 8000	0.0040
 m1_20_26_decoded	 0.272	 0.000	 0	 8000	0.0080
 m1_20_27_decoded	 2.596	 0.000	 0	 8000	0.0040
 m1_20_28_decoded	 1.935	 0.000	 0	 8000	0.0040
 m1_20_29_decoded	 0.770	 0.000	 0	 8000	-0.7400
 m1_20_30_decoded	 2.736	 0.000	 0	 8000	0.0040
 m1_20_31_decoded	 2.689	 0.000	 0	 8000	0.0040
 m1_20_32_decoded	 1.858	 0.000	 0	 8000	0.0040
 m1_20_33_decoded	 0.529	 0.000	 0	 8000	-0.7360
 m1_20_34_decoded	 2.865	 0.000	 0	 8000	0.0040
 m1_20_35_decoded	 1.028	 0.000	 0	 8000	0.0040
 m1_20_36_decoded	 2.713	 0.000	 0	 8000	0.0040
 m1_20_37_decoded	 2.857	 0.000	 0	 8000	0.0040
 m1_20_38_decoded	 2.686	 0.000	 0	 8000	0.0040
 m1_20_39_decoded	 1.932	 0.000	 0	 8000	0.0040
 m1_20_40_decoded	 2.833	 0.000	 0	 8000	0.0040
 m1_20_41_decoded	 2.746	 0.000	 0	 8000	0.0040
 m1_20_42_decoded	 0.870	 0.000	 0	 8000	0.0040
 m1_20_43_decoded	 2.163	 0.000	 0	 8000	0.0040
 m1_20_44_decoded	 0.250	 0.000	 0	 8000	-3.5480
 m1_20_45_decoded	 0.459	 0.000	 0	 8000	0.0040
 m1_20_46_decoded	 0.959	 0.000	 0	 8000	0.0040
 m1_20_47_decoded	 2.710	 0.000	 0	 8000	0.0040
 m1_20_48_decoded	 2.856	 0.000	 0	 8000	0.0040
 m1_20_49_decoded	 0.364	 0.000	 0	 8000	0.0040
 m1_20_50_decoded	 0.280	 0.000	 0	 8000	0.0040
 m1_30_1_decoded	 2.052	 0.000	 0	 8000	0.0040
 m1_30_2_decoded	 0.291	 0.000	 0	 8000	0.0040
 m1_30_3_decoded	 0.801	 0.000	 0	 8000	0.0040
 m1_30_4_decoded	 0.830	 0.000	 0	 8000	0.0080
 m1_30_5_decoded	 0.538	 0.000	 0	 8000	0.0040
 m1_30_6_decoded	 0.811	 0.000	 0	 8000	0.0040
 m1_30_7_decoded	 2.051	 0.000	 0	 8000	0.0040
 m1_30_8_decoded	 0.299	 0.000	 0	 8000	0.0040
 m1_30_9_decoded	 1.586	 0.000	 0	 8000	-3.4520
 m1_30_10_decoded	 1.710	 0.000	 0	 8000	0.0080
 m1_30_11_decoded	 0.935	 0.000	 0	 8000	0.0080
 m1_30_12_decoded	 0.924	 0.000	 0	 8000	0.0040
 m1_30_13_decoded	 2.451	 0.000	 0	 8000	0.0040
 m1_30_14_decoded	 2.437	 0.000	 0	 8000	0.0080
 m1_30_15_decoded	 1.831	 0.000	 0	 8000	0.0080
 m1_30_16_decoded	 0.381	 0.000	 0	 8000	-0.7600
 m1_30_17_decoded	 0.808	 0.000	 0	 8000	0.0080
 m1_30_18_decoded	 0.668	 0.000	 0	 8000	-0.7640
 m1_30_19_decoded	 2.441	 0.000	 0	 8000	0.0040
 m1_30_20_decoded	 2.529	 0.000	 0	 8000	0.0040
 m1_30_21_decoded	 0.772	 0.000	 0	 8000	-0.7360
 m1_30_22_decoded	 0.876	 0.000	 0	 8000	-0.7040
 m1_30_23_decoded	 0.486	 0.000	 0	 8000	-1.3480
 m1_30_24_decoded	 1.658	 0.000	 0	 8000	0.0080
 m1_30_25_decoded	 0.660	 0.000	 0	 8000	-0.7360
 m1_30_26_decoded	 1.087	 0.000	 0	 8000	0.0080
 m1_30_27_decoded	 0.708	 0.000	 0	 8000	-0.7360
 m1_30_28_decoded	 1.548	 0.000	 0	 8000	0.0080
 m1_30_29_decoded	 0.438	 0.000	 0	 8000	0.0040
 m1_30_30_decoded	 1.156	 0.000	 0	 8000	0.0040
 m1_30_31_decoded	 0.805	 0.000	 0	 8000	0.0040
 m1_30_32_decoded	 0.169	 0.000	 0	 8000	-0.7640
 m1_30_33_decoded	 0.486	 0.000	 0	 8000	-1.3480
 m1_30_34_decoded	 0.496	 0.000	 0	 8000	-0.3840
 m1_30_35_decoded	 0.504	 0.000	 0	 8000	0.0120
 m1_30_36_decoded	 0.350	 0.000	 0	 8000	0.0040
 m1_30_37_decoded	 0.527	 0.000	 0	 8000	0.0080
 m1_30_38_decoded	 0.309	 0.000	 0	 8000	0.0080
 m1_30_39_decoded	 2.381	 0.000	 0	 8000	0.0080
 m1_30_40_decoded	 1.730	 0.000	 0	 8000	0.0080
 m1_30_41_decoded	 1.964	 0.000	 0	 8000	0.0040
 m1_30_42_decoded	 0.393	 0.000	 0	 8000	-0.3880
 m1_30_43_decoded	 0.441	 0.000	 0	 8000	0.0200
 m1_30_44_decoded	 0.830	 0.000	 0	 8000	0.0040
 m1_30_45_decoded	 0.389	 0.000	 0	 8000	-0.7360
 m1_30_46_decoded	 0.252	 0.000	 0	 8000	0.0040
 m1_30_47_decoded	 1.652	 0.000	 0	 8000	0.0040
 m1_30_48_decoded	 2.188	 0.000	 0	 8000	0.0080
 m1_30_49_decoded	 2.175	 0.000	 0	 8000	0.0040
 m1_30_50_decoded	 0.804	 0.000	 0	 8000	0.0080
 m1_50_1_decoded	 0.334	 0.000	 0	 8000	0.0040
 m1_50_2_decoded	 0.231	 0.000	 0	 8000	0.0040
 m1_50_3_decoded	 0.923	 0.000	 0	 8000	0.0160
 m1_50_4_decoded	 0.842	 0.000	 0	 8000	0.0160
 m1_50_5_decoded	 1.909	 0.000	 0	 8000	0.0080
 m1_50_6_decoded	 0.234	 0.000	 0	 8000	-0.3760
 m1_50_7_decoded	 1.004	 0.000	 0	 8000	0.0080
 m1_50_8_decoded	 0.678	 0.000	 0	 8000	-0.7360
 m1_50_9_decoded	 0.586	 0.000	 0	 8000	-0.7640
 m1_50_10_decoded	 0.743	 0.000	 0	 8000	0.0120
 m1_50_11_decoded	 0.331	 0.000	 0	 8000	-0.4720
 m1_50_12_decoded	 0.671	 0.000	 0	 8000	0.0040
 m1_50_13_decoded	 0.402	 0.000	 0	 8000	-0.7160
 m1_50_14_decoded	 1.613	 0.000	 0	 8000	-3.4840
 m1_50_15_decoded	 0.326	 0.000	 0	 8000	-3.5440
 m1_50_16_decoded	 0.476	 0.000	 0	 8000	-0.7520
 m1_50_17_decoded	 0.345	 0.000	 0	 8000	0.0040
 m1_50_18_decoded	 0.352	 0.000	 0	 8000	0.0360
 m1_50_19_decoded	 0.217	 0.000	 0	 8000	0.0160
 m1_50_20_decoded	 0.257	 0.000	 0	 8000	0.0040
 m1_50_21_decoded	 0.350	 0.000	 0	 8000	0.0080
 m1_50_22_decoded	 0.316	 0.000	 0	 8000	0.0240
 m1_50_23_decoded	 0.358	 0.000	 0	 8000	0.0240
 m1_50_24_decoded	 0.239	 0.000	 0	 8000	-3.5360
 m1_50_25_decoded	 1.553	 0.000	 0	 8000	0.0120
 m1_50_26_decoded	 1.830	 0.000	 0	 8000	0.0080
 m1_50_27_decoded	 0.317	 0.000	 0	 8000	0.0040
 m1_50_28_decoded	 0.280	 0.000	 0	 8000	0.0200
 m1_50_29_decoded	 0.264	 0.000	 0	 8000	0.0120
 m1_50_30_decoded	 0.471	 0.000	 0	 8000	0.0080
 m1_50_31_decoded	 1.657	 0.000	 0	 8000	0.0080
 m1_50_32_decoded	 0.486	 0.000	 0	 8000	-1.3480
 m1_50_33_decoded	 2.064	 0.000	 0	 8000	0.0160
 m1_50_34_decoded	 0.879	 0.000	 0	 8000	-1.2240
 m1_50_35_decoded	 0.293	 0.000	 0	 8000	0.0040
 m1_50_36_decoded	 0.434	 0.000	 0	 8000	-0.7240
 m1_50_37_decoded	 0.748	 0.000	 0	 8000	0.0080
 m1_50_38_decoded	 0.566	 0.000	 0	 8000	-0.7520
 m1_50_39_decoded	 0.610	 0.000	 0	 8000	-0.6960
 m1_50_40_decoded	 0.476	 0.000	 0	 8000	0.0120
 m1_50_41_decoded	 0.299	 0.000	 0	 8000	-3.5160
 m1_50_42_decoded	 0.274	 0.000	 0	 8000	0.0120
 m1_50_43_decoded	 0.829	 0.000	 0	 8000	0.0160
 m1_50_44_decoded	 0.788	 0.000	 0	 8000	-0.7520
 m1_50_45_decoded	 1.305	 0.000	 0	 8000	0.0200
 m1_50_46_decoded	 2.026	 0.000	 0	 8000	0.0160
 m1_50_47_decoded	 0.915	 0.000	 0	 8000	0.0160
 m1_50_48_decoded	 0.237	 0.000	 0	 8000	-3.5440
 m1_50_49_decoded	 0.783	 0.000	 0	 8000	-0.7640
 m1_50_50_decoded	 0.919	 0.000	 0	 8000	0.0080
 m1_70_1_decoded	 0.446	 0.000	 0	 8000	0.0240
 m1_70_2_decoded	 0.819	 0.000	 0	 8000	-0.7440
 m1_70_3_decoded	 0.161	 0.000	 0	 8000	0.0240
 m1_70_4_decoded	 0.616	 0.000	 0	 8000	-1.2240
 m1_70_5_decoded	 0.317	 0.000	 0	 8000	0.0280
 m1_70_6_decoded	 1.298	 0.000	 0	 8000	-1.2240
 m1_70_7_decoded	 1.481	 0.000	 0	 8000	0.0240
 m1_70_8_decoded	 0.259	 0.000	 0	 8000	0.0280
 m1_70_9_decoded	 0.436	 0.000	 0	 8000	-0.7560
 m1_70_10_decoded	 0.180	 0.000	 0	 8000	0.0200
 m1_70_11_decoded	 0.301	 0.000	 0	 8000	-3.6480
 m1_70_12_decoded	 0.817	 0.000	 0	 8000	0.0160
 m1_70_13_decoded	 0.912	 0.000	 0	 8000	-1.5200
 m1_70_14_decoded	 0.237	 0.000	 0	 8000	0.0080
 m1_70_15_decoded	 0.183	 0.000	 0	 8000	0.0160
 m1_70_16_decoded	 0.217	 0.000	 0	 8000	0.0040
 m1_70_17_decoded	 0.163	 0.000	 0	 8000	0.0160
 m1_70_18_decoded	 1.185	 0.000	 0	 8000	0.0200
 m1_70_19_decoded	 0.178	 0.000	 0	 8000	0.0520
 m1_70_20_decoded	 0.249	 0.000	 0	 8000	0.0240
 m1_70_21_decoded	 0.272	 0.000	 0	 8000	-1.2240
 m1_70_22_decoded	 0.268	 0.000	 0	 8000	0.0280
 m1_70_23_decoded	 0.115	 0.000	 0	 8000	0.0560
 m1_70_24_decoded	 1.147	 0.000	 0	 8000	0.0160
 m1_70_25_decoded	 0.538	 0.000	 0	 8000	0.0360
 m1_70_26_decoded	 0.229	 0.000	 0	 8000	-3.5120
 m1_70_27_decoded	 0.321	 0.000	 0	 8000	0.0280
 m1_70_28_decoded	 0.208	 0.000	 0	 8000	-0.7640
 m1_70_29_decoded	 0.111	 0.000	 0	 8000	0.0360
 m1_70_30_decoded	 0.256	 0.000	 0	 8000	0.0240
 m1_70_31_decoded	 0.692	 0.000	 0	 8000	0.0280
 m1_70_32_decoded	 0.141	 0.000	 0	 8000	0.0200
 m1_70_33_decoded	 0.755	 0.000	 0	 8000	-0.7640
 m1_70_34_decoded	 0.191	 0.000	 0	 8000	-0.3080
 m1_70_35_decoded	 0.227	 0.000	 0	 8000	-3.4880
 m1_70_36_decoded	 1.613	 0.000	 0	 8000	0.0240
 m1_70_37_decoded	 0.476	 0.000	 0	 8000	-0.7640
 m1_70_38_decoded	 0.854	 0.000	 0	 8000	-0.7360
 m1_70_39_decoded	 0.915	 0.000	 0	 8000	-0.3920
 m1_70_40_decoded	 1.461	 0.000	 0	 8000	0.0240
 m1_70_41_decoded	 0.420	 0.000	 0	 8000	-0.7000
 m1_70_42_decoded	 0.610	 0.000	 0	 8000	-0.6960
 m1_70_43_decoded	 0.197	 0.000	 0	 8000	0.0120
