DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 m1_70_44_decoded	 0.791	 0.000	 0	 8000	-0.6720
 m1_70_45_decoded	 0.253	 0.000	 0	 8000	0.0200
 m1_70_46_decoded	 0.229	 0.000	 0	 8000	-0.3600
 m1_70_47_decoded	 0.655	 0.000	 0	 8000	0.0360
 m1_70_48_decoded	 1.049	 0.000	 0	 8000	-0.3560
 m1_70_49_decoded	 1.235	 0.000	 0	 8000	0.0200
 m1_70_50_decoded	 0.254	 0.000	 0	 8000	0.0200
 m1_90_1_decoded	 1.010	 0.000	 0	 8000	-1.1480
 m1_90_2_decoded	 0.435	 0.000	 0	 8000	-0.6920
 m1_90_3_decoded	 0.773	 0.000	 0	 8000	-0.9600
 m1_90_4_decoded	 0.486	 0.000	 0	 8000	0.0520
 m1_90_5_decoded	 0.575	 0.000	 0	 8000	0.1560
 m1_90_6_decoded	 0.977	 0.000	 0	 8000	0.0480
 m1_90_7_decoded	 0.085	 0.000	 0	 8000	0.8120
 m1_90_8_decoded	 0.380	 0.000	 0	 8000	0.0440
 m1_90_9_decoded	 0.002	 0.000	 0	 8000	0.8480
 m1_90_10_decoded	 0.640	 0.000	 0	 8000	0.1120
 m1_90_11_decoded	 0.925	 0.000	 0	 8000	-1.1160
 m1_90_12_decoded	 1.092	 0.000	 0	 8000	-1.1840
 m1_90_13_decoded	 0.427	 0.000	 0	 8000	0.0960
 m1_90_14_decoded	 0.150	 0.000	 0	 8000	0.1280
 m1_90_15_decoded	 0.931	 0.000	 0	 8000	-0.0520
 m1_90_16_decoded	 0.636	 0.000	 0	 8000	-0.7040
 m1_90_17_decoded	 1.150	 0.000	 0	 8000	0.1280
 m1_90_18_decoded	 0.845	 0.000	 0	 8000	0.0440
 m1_90_19_decoded	 0.313	 0.000	 0	 8000	-0.2480
 m1_90_20_decoded	 0.161	 0.000	 0	 8000	0.0040
 m1_90_21_decoded	 1.072	 0.000	 0	 8000	0.0280
 m1_90_22_decoded	 0.250	 0.000	 0	 8000	-3.4600
 m1_90_23_decoded	 0.498	 0.000	 0	 8000	-0.2840
 m1_90_24_decoded	 0.335	 0.000	 0	 8000	0.1920
 m1_90_25_decoded	 0.051	 0.000	 0	 8000	0.0080
 m1_90_26_decoded	 0.873	 0.000	 0	 8000	0.0480
 m1_90_27_decoded	 1.020	 0.000	 0	 8000	0.1680
 m1_90_28_decoded	 0.692	 0.000	 0	 8000	-0.2400
 m1_90_29_decoded	 0.749	 0.000	 0	 8000	0.1120
 m1_90_30_decoded	 1.098	 0.000	 0	 8000	0.0800
 m1_90_31_decoded	 1.069	 0.000	 0	 8000	-0.9520
 m1_90_32_decoded	 0.834	 0.000	 0	 8000	0.0320
 m1_90_33_decoded	 0.398	 0.000	 0	 8000	-0.7240
 m1_90_34_decoded	 0.498	 0.000	 0	 8000	0.0560
 m1_90_35_decoded	 1.177	 0.000	 0	 8000	0.0240
 m1_90_36_decoded	 0.450	 0.000	 0	 8000	-0.9080
 m1_90_37_decoded	 0.876	 0.000	 0	 8000	0.0640
 m1_90_38_decoded	 0.850	 0.000	 0	 8000	0.0800
 m1_90_39_decoded	 0.914	 0.000	 0	 8000	0.0440
 m1_90_40_decoded	 1.196	 0.000	 0	 8000	-0.6720
 m1_90_41_decoded	 1.038	 0.000	 0	 8000	0.0520
 m1_90_42_decoded	 0.362	 0.000	 0	 8000	0.0760
 m1_90_43_decoded	 0.915	 0.000	 0	 8000	0.0360
 m1_90_44_decoded	 0.900	 0.000	 0	 8000	0.0520
 m1_90_45_decoded	 1.173	 0.000	 0	 8000	-0.6520
 m1_90_46_decoded	 0.765	 0.000	 0	 8000	0.1240
 m1_90_47_decoded	 0.213	 0.000	 0	 8000	0.1000
 m1_90_48_decoded	 0.121	 0.000	 0	 8000	0.0600
 m1_90_49_decoded	 0.754	 0.000	 0	 8000	0.0240
 m1_90_50_decoded	 1.040	 0.000	 0	 8000	0.0480
 
